dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,u_10,u_11,u_12,u_13,u_14,u_15
15,1,cont,1,31,-1.77368314619467e-05,1.85114453534546,1.86630598265187,1.67689113409518,1.9093356821034,2.53995054646021,2.51140056173568,2.98478786642941,1.40614681291106,1.75083394300101,2.41734035285902,1.32699589397847,1.64792410562595,2.61802449853956,1.43791379540736,1.65677617752459,0.87293878729415,0.453991393466129,0.983929045970749,0.259961416761581,0.690669142380331,0.596743802050488,0.279328899198392,0.279209912723788,0.683767710931583,0.811281073479239,0.0762412206020542,0.369372693937438,0.806237085379592,0.958330989384955,0.993734842237702
15,2,cont,1,481,0.00028370262141758,1.85114453534546,1.86630598265187,1.67689113409518,1.9093356821034,2.53995054646021,2.51140056173568,2.98478786642941,1.40614681291106,1.75083394300101,2.41734035285902,1.32699589397847,1.64792410562595,2.61802449853956,1.43791379540736,1.65677617752459,0.87293878729415,0.453991393466129,0.983929045970749,0.259961416761581,0.690669142380331,0.596743802050488,0.279328899198392,0.279209912723788,0.683767710931583,0.811281073479239,0.0762412206020542,0.369372693937438,0.806237085379592,0.958330989384955,0.993734842237702
15,3,cont,1,5021,0.000170227265837193,1.85114453534546,1.86630598265187,1.67689113409518,1.9093356821034,2.53995054646021,2.51140056173568,2.98478786642941,1.40614681291106,1.75083394300101,2.41734035285902,1.32699589397847,1.64792410562595,2.61802449853956,1.43791379540736,1.65677617752459,0.87293878729415,0.453991393466129,0.983929045970749,0.259961416761581,0.690669142380331,0.596743802050488,0.279328899198392,0.279209912723788,0.683767710931583,0.811281073479239,0.0762412206020542,0.369372693937438,0.806237085379592,0.958330989384955,0.993734842237702
15,4,cont,1,40001,0.000181213731102327,1.85114453534546,1.86630598265187,1.67689113409518,1.9093356821034,2.53995054646021,2.51140056173568,2.98478786642941,1.40614681291106,1.75083394300101,2.41734035285902,1.32699589397847,1.64792410562595,2.61802449853956,1.43791379540736,1.65677617752459,0.87293878729415,0.453991393466129,0.983929045970749,0.259961416761581,0.690669142380331,0.596743802050488,0.279328899198392,0.279209912723788,0.683767710931583,0.811281073479239,0.0762412206020542,0.369372693937438,0.806237085379592,0.958330989384955,0.993734842237702
15,1,cont,2,31,-0.0048007660359017,1.26085009378504,1.45757639588396,1.21384679979591,1.18607435865661,1.37714581148525,2.3669910153851,2.08296517684663,2.04281384361059,2.88363315158811,2.27500247297553,2.43711510970482,1.84888317196524,1.49671517285345,2.87197456479247,2.60425680434575,0.46199820413596,0.352330166721764,0.0735395609286982,0.505193068431356,0.274199968621932,0.567635438025136,0.0275111118604425,0.613717258420128,0.423611963323757,0.645295719313487,0.306118066630253,0.290784581891318,0.430515440480443,0.550274236761594,0.122461045504512
15,2,cont,2,481,0.00194878520875755,1.26085009378504,1.45757639588396,1.21384679979591,1.18607435865661,1.37714581148525,2.3669910153851,2.08296517684663,2.04281384361059,2.88363315158811,2.27500247297553,2.43711510970482,1.84888317196524,1.49671517285345,2.87197456479247,2.60425680434575,0.46199820413596,0.352330166721764,0.0735395609286982,0.505193068431356,0.274199968621932,0.567635438025136,0.0275111118604425,0.613717258420128,0.423611963323757,0.645295719313487,0.306118066630253,0.290784581891318,0.430515440480443,0.550274236761594,0.122461045504512
15,3,cont,2,5021,0.000566371273937077,1.26085009378504,1.45757639588396,1.21384679979591,1.18607435865661,1.37714581148525,2.3669910153851,2.08296517684663,2.04281384361059,2.88363315158811,2.27500247297553,2.43711510970482,1.84888317196524,1.49671517285345,2.87197456479247,2.60425680434575,0.46199820413596,0.352330166721764,0.0735395609286982,0.505193068431356,0.274199968621932,0.567635438025136,0.0275111118604425,0.613717258420128,0.423611963323757,0.645295719313487,0.306118066630253,0.290784581891318,0.430515440480443,0.550274236761594,0.122461045504512
15,4,cont,2,40001,0.000210905269701476,1.26085009378504,1.45757639588396,1.21384679979591,1.18607435865661,1.37714581148525,2.3669910153851,2.08296517684663,2.04281384361059,2.88363315158811,2.27500247297553,2.43711510970482,1.84888317196524,1.49671517285345,2.87197456479247,2.60425680434575,0.46199820413596,0.352330166721764,0.0735395609286982,0.505193068431356,0.274199968621932,0.567635438025136,0.0275111118604425,0.613717258420128,0.423611963323757,0.645295719313487,0.306118066630253,0.290784581891318,0.430515440480443,0.550274236761594,0.122461045504512
15,1,cont,3,31,0.000120086043637819,1.83003472176838,1.76129596157791,1.20915911844727,2.17922444921805,1.29264126841453,1.75315143005856,2.8727049439017,2.40073908213476,1.48586828154759,2.48423879801311,1.65327550816074,1.73991876644945,1.98558809224506,1.40123682600833,1.5751346375918,0.761633821857509,0.0617528397800685,0.906653800098843,0.655628124184556,0.947949684175439,0.545241930189528,0.305318784952586,0.088515984049663,0.42153451375263,0.367533367605065,0.852528590674442,0.983923978038975,0.0538531199528909,0.357135169210054,0.99906704216243
15,2,cont,3,481,0.000235983645983347,1.83003472176838,1.76129596157791,1.20915911844727,2.17922444921805,1.29264126841453,1.75315143005856,2.8727049439017,2.40073908213476,1.48586828154759,2.48423879801311,1.65327550816074,1.73991876644945,1.98558809224506,1.40123682600833,1.5751346375918,0.761633821857509,0.0617528397800685,0.906653800098843,0.655628124184556,0.947949684175439,0.545241930189528,0.305318784952586,0.088515984049663,0.42153451375263,0.367533367605065,0.852528590674442,0.983923978038975,0.0538531199528909,0.357135169210054,0.99906704216243
15,3,cont,3,5021,0.000196249557603775,1.83003472176838,1.76129596157791,1.20915911844727,2.17922444921805,1.29264126841453,1.75315143005856,2.8727049439017,2.40073908213476,1.48586828154759,2.48423879801311,1.65327550816074,1.73991876644945,1.98558809224506,1.40123682600833,1.5751346375918,0.761633821857509,0.0617528397800685,0.906653800098843,0.655628124184556,0.947949684175439,0.545241930189528,0.305318784952586,0.088515984049663,0.42153451375263,0.367533367605065,0.852528590674442,0.983923978038975,0.0538531199528909,0.357135169210054,0.99906704216243
15,4,cont,3,40001,0.000203224376506159,1.83003472176838,1.76129596157791,1.20915911844727,2.17922444921805,1.29264126841453,1.75315143005856,2.8727049439017,2.40073908213476,1.48586828154759,2.48423879801311,1.65327550816074,1.73991876644945,1.98558809224506,1.40123682600833,1.5751346375918,0.761633821857509,0.0617528397800685,0.906653800098843,0.655628124184556,0.947949684175439,0.545241930189528,0.305318784952586,0.088515984049663,0.42153451375263,0.367533367605065,0.852528590674442,0.983923978038975,0.0538531199528909,0.357135169210054,0.99906704216243
15,1,cont,4,31,6.59713787155607e-05,1.58969006137883,2.89981769271703,1.34683973355328,1.00180919770612,2.75691087564792,2.70107350856678,1.67281799201197,1.19666020674855,2.25623820704219,1.80083339348903,2.85610486166292,2.7612113189149,2.23816171335159,2.78788152302503,1.41810660381964,0.292593071831062,0.42984361010847,0.478112808942906,0.93192001313755,0.836229736161115,0.289975682550938,0.958075003433249,0.723048334319942,0.864807861773361,0.523249843961214,0.0527687033779026,0.960015357080117,0.672208035216727,0.065466756187273,0.979136144491202
