dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,u_10
10,1,cont,1,21,0.00186553779056137,1.64757473934716,2.47753542761717,1.31974551770928,2.46294143096764,1.10738823438091,2.42877905416757,1.24347128459816,2.96808947597999,2.18619639253241,1.53908641072964,0.0120176306233901,0.966571912566926,0.832200690295632,0.445309060248767,0.990495465712949,0.7942843836536,0.488611168068191,0.130589254209538,0.212242519268368,0.831110154723853
10,2,cont,1,221,0.00305390877857042,1.64757473934716,2.47753542761717,1.31974551770928,2.46294143096764,1.10738823438091,2.42877905416757,1.24347128459816,2.96808947597999,2.18619639253241,1.53908641072964,0.0120176306233901,0.966571912566926,0.832200690295632,0.445309060248767,0.990495465712949,0.7942843836536,0.488611168068191,0.130589254209538,0.212242519268368,0.831110154723853
10,3,cont,1,1581,0.0024613076064785,1.64757473934716,2.47753542761717,1.31974551770928,2.46294143096764,1.10738823438091,2.42877905416757,1.24347128459816,2.96808947597999,2.18619639253241,1.53908641072964,0.0120176306233901,0.966571912566926,0.832200690295632,0.445309060248767,0.990495465712949,0.7942843836536,0.488611168068191,0.130589254209538,0.212242519268368,0.831110154723853
10,4,cont,1,8801,0.0026372520847734,1.64757473934716,2.47753542761717,1.31974551770928,2.46294143096764,1.10738823438091,2.42877905416757,1.24347128459816,2.96808947597999,2.18619639253241,1.53908641072964,0.0120176306233901,0.966571912566926,0.832200690295632,0.445309060248767,0.990495465712949,0.7942843836536,0.488611168068191,0.130589254209538,0.212242519268368,0.831110154723853
10,5,cont,1,41265,0.0024715182256422,1.64757473934716,2.47753542761717,1.31974551770928,2.46294143096764,1.10738823438091,2.42877905416757,1.24347128459816,2.96808947597999,2.18619639253241,1.53908641072964,0.0120176306233901,0.966571912566926,0.832200690295632,0.445309060248767,0.990495465712949,0.7942843836536,0.488611168068191,0.130589254209538,0.212242519268368,0.831110154723853
10,1,cont,2,21,0.00202467649663636,2.80092139190266,2.73630236805188,1.11259972255389,2.28011250675231,2.77852925958892,1.69544638539168,2.33343901209299,1.90892148578339,1.89375787585742,1.03406204634413,0.432003590924972,0.930512342342939,0.507885308540296,0.0640980052808117,0.659111312806854,0.449172017844814,0.147168497595702,0.775228089906687,0.531261756843832,0.0878941964863205
10,2,cont,2,221,0.00521087664840746,2.80092139190266,2.73630236805188,1.11259972255389,2.28011250675231,2.77852925958892,1.69544638539168,2.33343901209299,1.90892148578339,1.89375787585742,1.03406204634413,0.432003590924972,0.930512342342939,0.507885308540296,0.0640980052808117,0.659111312806854,0.449172017844814,0.147168497595702,0.775228089906687,0.531261756843832,0.0878941964863205
10,3,cont,2,1581,0.00228773604126394,2.80092139190266,2.73630236805188,1.11259972255389,2.28011250675231,2.77852925958892,1.69544638539168,2.33343901209299,1.90892148578339,1.89375787585742,1.03406204634413,0.432003590924972,0.930512342342939,0.507885308540296,0.0640980052808117,0.659111312806854,0.449172017844814,0.147168497595702,0.775228089906687,0.531261756843832,0.0878941964863205
10,4,cont,2,8801,0.00341781834871664,2.80092139190266,2.73630236805188,1.11259972255389,2.28011250675231,2.77852925958892,1.69544638539168,2.33343901209299,1.90892148578339,1.89375787585742,1.03406204634413,0.432003590924972,0.930512342342939,0.507885308540296,0.0640980052808117,0.659111312806854,0.449172017844814,0.147168497595702,0.775228089906687,0.531261756843832,0.0878941964863205
10,5,cont,2,41265,0.00307873676416348,2.80092139190266,2.73630236805188,1.11259972255389,2.28011250675231,2.77852925958892,1.69544638539168,2.33343901209299,1.90892148578339,1.89375787585742,1.03406204634413,0.432003590924972,0.930512342342939,0.507885308540296,0.0640980052808117,0.659111312806854,0.449172017844814,0.147168497595702,0.775228089906687,0.531261756843832,0.0878941964863205
10,1,cont,3,21,0.00367095072026279,1.01804745744186,1.33815425507664,1.41277554190301,2.80324437761237,2.41827979483321,1.26386009945542,1.85040937868485,2.32289342850053,1.6447661619668,2.1948735801355,0.861417656196086,0.937822118715544,0.478774086979043,0.56983149379317,0.992795582450183,0.404134625950054,0.219841318752584,0.866496585605024,0.689023069077314,0.171469383296141
10,2,cont,3,221,0.00593252561133867,1.01804745744186,1.33815425507664,1.41277554190301,2.80324437761237,2.41827979483321,1.26386009945542,1.85040937868485,2.32289342850053,1.6447661619668,2.1948735801355,0.861417656196086,0.937822118715544,0.478774086979043,0.56983149379317,0.992795582450183,0.404134625950054,0.219841318752584,0.866496585605024,0.689023069077314,0.171469383296141
10,3,cont,3,1581,0.00431548411082998,1.01804745744186,1.33815425507664,1.41277554190301,2.80324437761237,2.41827979483321,1.26386009945542,1.85040937868485,2.32289342850053,1.6447661619668,2.1948735801355,0.861417656196086,0.937822118715544,0.478774086979043,0.56983149379317,0.992795582450183,0.404134625950054,0.219841318752584,0.866496585605024,0.689023069077314,0.171469383296141
10,4,cont,3,8801,0.00458627027811163,1.01804745744186,1.33815425507664,1.41277554190301,2.80324437761237,2.41827979483321,1.26386009945542,1.85040937868485,2.32289342850053,1.6447661619668,2.1948735801355,0.861417656196086,0.937822118715544,0.478774086979043,0.56983149379317,0.992795582450183,0.404134625950054,0.219841318752584,0.866496585605024,0.689023069077314,0.171469383296141
10,5,cont,3,41265,0.00444085616619747,1.01804745744186,1.33815425507664,1.41277554190301,2.80324437761237,2.41827979483321,1.26386009945542,1.85040937868485,2.32289342850053,1.6447661619668,2.1948735801355,0.861417656196086,0.937822118715544,0.478774086979043,0.56983149379317,0.992795582450183,0.404134625950054,0.219841318752584,0.866496585605024,0.689023069077314,0.171469383296141
10,1,cont,4,21,-0.00242791099478422,2.49950861532294,1.98484280312321,2.23477752790949,1.63890622252388,1.60499817598885,1.28357899256292,2.68868476299047,1.57630863859944,2.81766465931614,1.22641835175164,0.210647153317548,0.189618227177975,0.208315555445146,0.713345381914946,0.252696410897019,0.270015009688202,0.481757359283581,0.220673729581596,0.354664189148112,0.637734017278605
10,2,cont,4,221,0.0104200661853696,2.49950861532294,1.98484280312321,2.23477752790949,1.63890622252388,1.60499817598885,1.28357899256292,2.68868476299047,1.57630863859944,2.81766465931614,1.22641835175164,0.210647153317548,0.189618227177975,0.208315555445146,0.713345381914946,0.252696410897019,0.270015009688202,0.481757359283581,0.220673729581596,0.354664189148112,0.637734017278605
10,3,cont,4,1581,0.00496711252410041,2.49950861532294,1.98484280312321,2.23477752790949,1.63890622252388,1.60499817598885,1.28357899256292,2.68868476299047,1.57630863859944,2.81766465931614,1.22641835175164,0.210647153317548,0.189618227177975,0.208315555445146,0.713345381914946,0.252696410897019,0.270015009688202,0.481757359283581,0.220673729581596,0.354664189148112,0.637734017278605
10,4,cont,4,8801,0.00632365640137559,2.49950861532294,1.98484280312321,2.23477752790949,1.63890622252388,1.60499817598885,1.28357899256292,2.68868476299047,1.57630863859944,2.81766465931614,1.22641835175164,0.210647153317548,0.189618227177975,0.208315555445146,0.713345381914946,0.252696410897019,0.270015009688202,0.481757359283581,0.220673729581596,0.354664189148112,0.637734017278605
10,5,cont,4,41265,0.00613397663051933,2.49950861532294,1.98484280312321,2.23477752790949,1.63890622252388,1.60499817598885,1.28357899256292,2.68868476299047,1.57630863859944,2.81766465931614,1.22641835175164,0.210647153317548,0.189618227177975,0.208315555445146,0.713345381914946,0.252696410897019,0.270015009688202,0.481757359283581,0.220673729581596,0.354664189148112,0.637734017278605
10,1,cont,5,21,0.00128812207460132,1.71924558448359,1.61211144142096,1.604496151828,2.12289097483977,2.59219794877292,1.93989741025848,2.58234105176158,1.83753790941216,2.47905950066059,1.71504630912984,0.61386059505054,0.28390410895503,0.508132007325918,0.538875114256029,0.0521505093155784,0.437082481116893,0.218729639950497,0.91833899065768,0.691453098813723,0.11592525990435
10,2,cont,5,221,0.00515499069893175,1.71924558448359,1.61211144142096,1.604496151828,2.12289097483977,2.59219794877292,1.93989741025848,2.58234105176158,1.83753790941216,2.47905950066059,1.71504630912984,0.61386059505054,0.28390410895503,0.508132007325918,0.538875114256029,0.0521505093155784,0.437082481116893,0.218729639950497,0.91833899065768,0.691453098813723,0.11592525990435
10,3,cont,5,1581,0.00346999208494508,1.71924558448359,1.61211144142096,1.604496151828,2.12289097483977,2.59219794877292,1.93989741025848,2.58234105176158,1.83753790941216,2.47905950066059,1.71504630912984,0.61386059505054,0.28390410895503,0.508132007325918,0.538875114256029,0.0521505093155784,0.437082481116893,0.218729639950497,0.91833899065768,0.691453098813723,0.11592525990435
10,4,cont,5,8801,0.00383315719323245,1.71924558448359,1.61211144142096,1.604496151828,2.12289097483977,2.59219794877292,1.93989741025848,2.58234105176158,1.83753790941216,2.47905950066059,1.71504630912984,0.61386059505054,0.28390410895503,0.508132007325918,0.538875114256029,0.0521505093155784,0.437082481116893,0.218729639950497,0.91833899065768,0.691453098813723,0.11592525990435
10,5,cont,5,41265,0.0037065678534625,1.71924558448359,1.61211144142096,1.604496151828,2.12289097483977,2.59219794877292,1.93989741025848,2.58234105176158,1.83753790941216,2.47905950066059,1.71504630912984,0.61386059505054,0.28390410895503,0.508132007325918,0.538875114256029,0.0521505093155784,0.437082481116893,0.218729639950497,0.91833899065768,0.691453098813723,0.11592525990435
