dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,u_10,u_11,u_12,u_13,u_14,u_15
15,1,cont,1,31,0.137212590757579,0.296380976385999,0.304045690128284,0.328230464548373,0.438003009431433,0.341934151715051,0.401114000884786,0.345858722851886,0.38762195731499,0.346360605428721,0.416358758318374,0.253678540886585,0.453281117189971,0.337463993707301,0.428878881316213,0.489723450969655,0.894952440275417,0.194146530723079,0.988057942048401,0.24131486157395,0.223420955768555,0.40199794178472,0.780906365500356,0.83921201293691,0.409499774557134,0.402400532579752,0.771750033223037,0.249124686312797,0.865741064645646,0.682186066810687,0.97739298040856
15,2,cont,1,481,0.159748964470534,0.296380976385999,0.304045690128284,0.328230464548373,0.438003009431433,0.341934151715051,0.401114000884786,0.345858722851886,0.38762195731499,0.346360605428721,0.416358758318374,0.253678540886585,0.453281117189971,0.337463993707301,0.428878881316213,0.489723450969655,0.894952440275417,0.194146530723079,0.988057942048401,0.24131486157395,0.223420955768555,0.40199794178472,0.780906365500356,0.83921201293691,0.409499774557134,0.402400532579752,0.771750033223037,0.249124686312797,0.865741064645646,0.682186066810687,0.97739298040856
15,3,cont,1,5021,0.156895184201525,0.296380976385999,0.304045690128284,0.328230464548373,0.438003009431433,0.341934151715051,0.401114000884786,0.345858722851886,0.38762195731499,0.346360605428721,0.416358758318374,0.253678540886585,0.453281117189971,0.337463993707301,0.428878881316213,0.489723450969655,0.894952440275417,0.194146530723079,0.988057942048401,0.24131486157395,0.223420955768555,0.40199794178472,0.780906365500356,0.83921201293691,0.409499774557134,0.402400532579752,0.771750033223037,0.249124686312797,0.865741064645646,0.682186066810687,0.97739298040856
15,4,cont,1,40001,0.15863218669241,0.296380976385999,0.304045690128284,0.328230464548373,0.438003009431433,0.341934151715051,0.401114000884786,0.345858722851886,0.38762195731499,0.346360605428721,0.416358758318374,0.253678540886585,0.453281117189971,0.337463993707301,0.428878881316213,0.489723450969655,0.894952440275417,0.194146530723079,0.988057942048401,0.24131486157395,0.223420955768555,0.40199794178472,0.780906365500356,0.83921201293691,0.409499774557134,0.402400532579752,0.771750033223037,0.249124686312797,0.865741064645646,0.682186066810687,0.97739298040856
15,1,cont,2,31,0.203362813040341,0.291035230843949,0.273293032381012,0.421331216130487,0.285667824521727,0.382177913317257,0.250893193331069,0.356264447733745,0.306085226294102,0.414985533078372,0.375775474094918,0.400014309951959,0.300043414715108,0.284350254681061,0.255947257158596,0.484885674555221,0.507417120718267,0.666168220267888,0.429465434362195,0.849498543568243,0.654233377284434,0.504257747592193,0.368516059530713,0.685249429019409,0.0992075151757565,0.0476468369667534,0.86933591497735,0.651867365863888,0.610458701205885,0.421945705248746,0.503707374957771
15,2,cont,2,481,0.22139298969258,0.291035230843949,0.273293032381012,0.421331216130487,0.285667824521727,0.382177913317257,0.250893193331069,0.356264447733745,0.306085226294102,0.414985533078372,0.375775474094918,0.400014309951959,0.300043414715108,0.284350254681061,0.255947257158596,0.484885674555221,0.507417120718267,0.666168220267888,0.429465434362195,0.849498543568243,0.654233377284434,0.504257747592193,0.368516059530713,0.685249429019409,0.0992075151757565,0.0476468369667534,0.86933591497735,0.651867365863888,0.610458701205885,0.421945705248746,0.503707374957771
15,3,cont,2,5021,0.219901014557763,0.291035230843949,0.273293032381012,0.421331216130487,0.285667824521727,0.382177913317257,0.250893193331069,0.356264447733745,0.306085226294102,0.414985533078372,0.375775474094918,0.400014309951959,0.300043414715108,0.284350254681061,0.255947257158596,0.484885674555221,0.507417120718267,0.666168220267888,0.429465434362195,0.849498543568243,0.654233377284434,0.504257747592193,0.368516059530713,0.685249429019409,0.0992075151757565,0.0476468369667534,0.86933591497735,0.651867365863888,0.610458701205885,0.421945705248746,0.503707374957771
15,4,cont,2,40001,0.219641512737687,0.291035230843949,0.273293032381012,0.421331216130487,0.285667824521727,0.382177913317257,0.250893193331069,0.356264447733745,0.306085226294102,0.414985533078372,0.375775474094918,0.400014309951959,0.300043414715108,0.284350254681061,0.255947257158596,0.484885674555221,0.507417120718267,0.666168220267888,0.429465434362195,0.849498543568243,0.654233377284434,0.504257747592193,0.368516059530713,0.685249429019409,0.0992075151757565,0.0476468369667534,0.86933591497735,0.651867365863888,0.610458701205885,0.421945705248746,0.503707374957771
15,1,cont,3,31,0.139340868107531,0.386592590818137,0.297699270829666,0.436122209252382,0.303214054819543,0.275030613969299,0.474096246574378,0.455584243846934,0.470695937512552,0.272031073853041,0.425046911935223,0.292556055932468,0.458261067763262,0.432014271180444,0.443973253783994,0.440873812862288,0.695501323790041,0.554233183009153,0.295414289119064,0.0426317475056841,0.853760208334462,0.596682100841419,0.0185267796429373,0.93319096187148,0.00978832426687193,0.640955539628156,0.788685383549152,0.52650294423104,0.291248417281234,0.628328540883956,0.425468671551764
15,2,cont,3,481,0.151509565962238,0.386592590818137,0.297699270829666,0.436122209252382,0.303214054819543,0.275030613969299,0.474096246574378,0.455584243846934,0.470695937512552,0.272031073853041,0.425046911935223,0.292556055932468,0.458261067763262,0.432014271180444,0.443973253783994,0.440873812862288,0.695501323790041,0.554233183009153,0.295414289119064,0.0426317475056841,0.853760208334462,0.596682100841419,0.0185267796429373,0.93319096187148,0.00978832426687193,0.640955539628156,0.788685383549152,0.52650294423104,0.291248417281234,0.628328540883956,0.425468671551764
15,3,cont,3,5021,0.155770614923731,0.386592590818137,0.297699270829666,0.436122209252382,0.303214054819543,0.275030613969299,0.474096246574378,0.455584243846934,0.470695937512552,0.272031073853041,0.425046911935223,0.292556055932468,0.458261067763262,0.432014271180444,0.443973253783994,0.440873812862288,0.695501323790041,0.554233183009153,0.295414289119064,0.0426317475056841,0.853760208334462,0.596682100841419,0.0185267796429373,0.93319096187148,0.00978832426687193,0.640955539628156,0.788685383549152,0.52650294423104,0.291248417281234,0.628328540883956,0.425468671551764
15,4,cont,3,40001,0.154086460804569,0.386592590818137,0.297699270829666,0.436122209252382,0.303214054819543,0.275030613969299,0.474096246574378,0.455584243846934,0.470695937512552,0.272031073853041,0.425046911935223,0.292556055932468,0.458261067763262,0.432014271180444,0.443973253783994,0.440873812862288,0.695501323790041,0.554233183009153,0.295414289119064,0.0426317475056841,0.853760208334462,0.596682100841419,0.0185267796429373,0.93319096187148,0.00978832426687193,0.640955539628156,0.788685383549152,0.52650294423104,0.291248417281234,0.628328540883956,0.425468671551764
15,1,cont,4,31,0.168600791085076,0.338859491386563,0.462607506010344,0.385701170310305,0.41827002186519,0.314143144828344,0.280334569176984,0.260151611465085,0.471985783272369,0.438296828957933,0.450519796256566,0.360351406661817,0.268793146429055,0.288557424321923,0.311811037098505,0.269806496713526,0.0570994655747198,0.609847721618856,0.898471800448384,0.516130724509215,0.506171538067419,0.255616556410658,0.971603134958536,0.581123922450753,0.968386414336657,0.0414383729208978,0.188628229362153,0.519760059068036,0.640853919662848,0.340731322525365,0.648329819207684
15,2,cont,4,481,0.176009491967782,0.338859491386563,0.462607506010344,0.385701170310305,0.41827002186519,0.314143144828344,0.280334569176984,0.260151611465085,0.471985783272369,0.438296828957933,0.450519796256566,0.360351406661817,0.268793146429055,0.288557424321923,0.311811037098505,0.269806496713526,0.0570994655747198,0.609847721618856,0.898471800448384,0.516130724509215,0.506171538067419,0.255616556410658,0.971603134958536,0.581123922450753,0.968386414336657,0.0414383729208978,0.188628229362153,0.519760059068036,0.640853919662848,0.340731322525365,0.648329819207684
