dim,k,Var3,r,steps,integral,a_1,a_2,a_3,u_1,u_2,u_3
3,1,cont,1,7,0.651546022963411,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,2,cont,1,25,0.665167828042417,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,3,cont,1,69,0.660666057073469,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,4,cont,1,177,0.662364798769651,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,5,cont,1,441,0.661719044968067,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,6,cont,1,1073,0.661752554285046,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,7,cont,1,2561,0.661712602590993,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,8,cont,1,6017,0.661707343829063,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,9,cont,1,13953,0.661705314826726,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,10,cont,1,32001,0.661705238558438,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,11,cont,1,72705,0.661705245287764,0.359393967084644,0.493765867223503,0.481686048113236,0.206323180349956,0.156967245259197,0.402239519762668
3,1,cont,2,7,0.679215367979251,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,2,cont,2,25,0.682401636533585,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,3,cont,2,69,0.68078095824171,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,4,cont,2,177,0.678867381676767,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,5,cont,2,441,0.678823531064356,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,6,cont,2,1073,0.678741854207184,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,7,cont,2,2561,0.678779761346097,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,8,cont,2,6017,0.678770478357294,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,9,cont,2,13953,0.678770236489861,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,10,cont,2,32001,0.678770616835731,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,11,cont,2,72705,0.678770658118109,0.38604057044485,0.460569899640221,0.446992717412449,0.308064151740705,0.862582601622939,0.560227281225362
3,1,cont,3,7,0.71558341853275,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,2,cont,3,25,0.699119178792498,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,3,cont,3,69,0.696813678205617,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,4,cont,3,177,0.696961243892948,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,5,cont,3,441,0.697211370938882,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,6,cont,3,1073,0.697215287896106,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,7,cont,3,2561,0.697235510022827,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
3,8,cont,3,6017,0.697230166229852,0.35903020068619,0.408300626222802,0.28669434913623,0.536371208102865,0.0018303838721293,0.370152466633967
