dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,u_10
10,1,cont,1,21,0.301523652656231,0.379321687875522,0.41255155980015,0.467813556738582,0.332754796466313,0.389386222157601,0.257153479997446,0.305216378266716,0.446397110155506,0.322726036176634,0.26429583648841,0.825934109059496,0.915917389447592,0.267353022363131,0.296017020496327,0.0924736318186949,0.725831812093107,0.717460274478425,0.620868096152535,0.376115038002208,0.630671595427571
10,2,cont,1,221,0.322121725566924,0.379321687875522,0.41255155980015,0.467813556738582,0.332754796466313,0.389386222157601,0.257153479997446,0.305216378266716,0.446397110155506,0.322726036176634,0.26429583648841,0.825934109059496,0.915917389447592,0.267353022363131,0.296017020496327,0.0924736318186949,0.725831812093107,0.717460274478425,0.620868096152535,0.376115038002208,0.630671595427571
10,3,cont,1,1581,0.326556804143721,0.379321687875522,0.41255155980015,0.467813556738582,0.332754796466313,0.389386222157601,0.257153479997446,0.305216378266716,0.446397110155506,0.322726036176634,0.26429583648841,0.825934109059496,0.915917389447592,0.267353022363131,0.296017020496327,0.0924736318186949,0.725831812093107,0.717460274478425,0.620868096152535,0.376115038002208,0.630671595427571
10,4,cont,1,8801,0.325499794424522,0.379321687875522,0.41255155980015,0.467813556738582,0.332754796466313,0.389386222157601,0.257153479997446,0.305216378266716,0.446397110155506,0.322726036176634,0.26429583648841,0.825934109059496,0.915917389447592,0.267353022363131,0.296017020496327,0.0924736318186949,0.725831812093107,0.717460274478425,0.620868096152535,0.376115038002208,0.630671595427571
10,5,cont,1,41265,0.325917365868432,0.379321687875522,0.41255155980015,0.467813556738582,0.332754796466313,0.389386222157601,0.257153479997446,0.305216378266716,0.446397110155506,0.322726036176634,0.26429583648841,0.825934109059496,0.915917389447592,0.267353022363131,0.296017020496327,0.0924736318186949,0.725831812093107,0.717460274478425,0.620868096152535,0.376115038002208,0.630671595427571
10,1,cont,2,21,0.290916540107807,0.339883810078801,0.478216940278719,0.347193123844567,0.419505464462235,0.438165944364383,0.299848461758401,0.419579248849268,0.447750184834396,0.431553076651382,0.293799089681108,0.698900822013167,0.638333087953258,0.647709210354812,0.88260306597814,0.164070518293558,0.666668424288991,0.383200669584051,0.693227732690363,0.304173140434863,0.649632186815609
10,2,cont,2,221,0.312935473553489,0.339883810078801,0.478216940278719,0.347193123844567,0.419505464462235,0.438165944364383,0.299848461758401,0.419579248849268,0.447750184834396,0.431553076651382,0.293799089681108,0.698900822013167,0.638333087953258,0.647709210354812,0.88260306597814,0.164070518293558,0.666668424288991,0.383200669584051,0.693227732690363,0.304173140434863,0.649632186815609
10,3,cont,2,1581,0.324490332693747,0.339883810078801,0.478216940278719,0.347193123844567,0.419505464462235,0.438165944364383,0.299848461758401,0.419579248849268,0.447750184834396,0.431553076651382,0.293799089681108,0.698900822013167,0.638333087953258,0.647709210354812,0.88260306597814,0.164070518293558,0.666668424288991,0.383200669584051,0.693227732690363,0.304173140434863,0.649632186815609
10,4,cont,2,8801,0.31824108241193,0.339883810078801,0.478216940278719,0.347193123844567,0.419505464462235,0.438165944364383,0.299848461758401,0.419579248849268,0.447750184834396,0.431553076651382,0.293799089681108,0.698900822013167,0.638333087953258,0.647709210354812,0.88260306597814,0.164070518293558,0.666668424288991,0.383200669584051,0.693227732690363,0.304173140434863,0.649632186815609
10,5,cont,2,41265,0.319556982889003,0.339883810078801,0.478216940278719,0.347193123844567,0.419505464462235,0.438165944364383,0.299848461758401,0.419579248849268,0.447750184834396,0.431553076651382,0.293799089681108,0.698900822013167,0.638333087953258,0.647709210354812,0.88260306597814,0.164070518293558,0.666668424288991,0.383200669584051,0.693227732690363,0.304173140434863,0.649632186815609
10,1,cont,3,21,0.255743697379913,0.454513091078872,0.305770595316565,0.433225864945512,0.419389772743446,0.493024536001512,0.352900088011456,0.26280672160355,0.32881763627122,0.328689645587422,0.373184143215686,0.103216090863034,0.81754542241579,0.980096005521268,0.751684027310974,0.90974084513227,0.608514994465511,0.45920136851199,0.045913512100114,0.599667817530127,0.781423935309801
10,2,cont,3,221,0.271276667174547,0.454513091078872,0.305770595316565,0.433225864945512,0.419389772743446,0.493024536001512,0.352900088011456,0.26280672160355,0.32881763627122,0.328689645587422,0.373184143215686,0.103216090863034,0.81754542241579,0.980096005521268,0.751684027310974,0.90974084513227,0.608514994465511,0.45920136851199,0.045913512100114,0.599667817530127,0.781423935309801
10,3,cont,3,1581,0.267861814673142,0.454513091078872,0.305770595316565,0.433225864945512,0.419389772743446,0.493024536001512,0.352900088011456,0.26280672160355,0.32881763627122,0.328689645587422,0.373184143215686,0.103216090863034,0.81754542241579,0.980096005521268,0.751684027310974,0.90974084513227,0.608514994465511,0.45920136851199,0.045913512100114,0.599667817530127,0.781423935309801
10,4,cont,3,8801,0.269903563205222,0.454513091078872,0.305770595316565,0.433225864945512,0.419389772743446,0.493024536001512,0.352900088011456,0.26280672160355,0.32881763627122,0.328689645587422,0.373184143215686,0.103216090863034,0.81754542241579,0.980096005521268,0.751684027310974,0.90974084513227,0.608514994465511,0.45920136851199,0.045913512100114,0.599667817530127,0.781423935309801
10,5,cont,3,41265,0.269453630732466,0.454513091078872,0.305770595316565,0.433225864945512,0.419389772743446,0.493024536001512,0.352900088011456,0.26280672160355,0.32881763627122,0.328689645587422,0.373184143215686,0.103216090863034,0.81754542241579,0.980096005521268,0.751684027310974,0.90974084513227,0.608514994465511,0.45920136851199,0.045913512100114,0.599667817530127,0.781423935309801
10,1,cont,4,21,0.242440593238647,0.311911690968664,0.496355451893867,0.281896595837651,0.38323836236182,0.344649195999095,0.445942924197198,0.478522583068449,0.340281155258824,0.477761020037955,0.279780430124436,0.0556306292651011,0.0949827963051177,0.239078277853282,0.782435934216185,0.868830407975705,0.62398405210987,0.332523373668957,0.271247940839793,0.0319739703791037,0.869332459866006
10,2,cont,4,221,0.262818491154088,0.311911690968664,0.496355451893867,0.281896595837651,0.38323836236182,0.344649195999095,0.445942924197198,0.478522583068449,0.340281155258824,0.477761020037955,0.279780430124436,0.0556306292651011,0.0949827963051177,0.239078277853282,0.782435934216185,0.868830407975705,0.62398405210987,0.332523373668957,0.271247940839793,0.0319739703791037,0.869332459866006
10,3,cont,4,1581,0.26239806398795,0.311911690968664,0.496355451893867,0.281896595837651,0.38323836236182,0.344649195999095,0.445942924197198,0.478522583068449,0.340281155258824,0.477761020037955,0.279780430124436,0.0556306292651011,0.0949827963051177,0.239078277853282,0.782435934216185,0.868830407975705,0.62398405210987,0.332523373668957,0.271247940839793,0.0319739703791037,0.869332459866006
10,4,cont,4,8801,0.262727217902454,0.311911690968664,0.496355451893867,0.281896595837651,0.38323836236182,0.344649195999095,0.445942924197198,0.478522583068449,0.340281155258824,0.477761020037955,0.279780430124436,0.0556306292651011,0.0949827963051177,0.239078277853282,0.782435934216185,0.868830407975705,0.62398405210987,0.332523373668957,0.271247940839793,0.0319739703791037,0.869332459866006
10,5,cont,4,41265,0.262800689940269,0.311911690968664,0.496355451893867,0.281896595837651,0.38323836236182,0.344649195999095,0.445942924197198,0.478522583068449,0.340281155258824,0.477761020037955,0.279780430124436,0.0556306292651011,0.0949827963051177,0.239078277853282,0.782435934216185,0.868830407975705,0.62398405210987,0.332523373668957,0.271247940839793,0.0319739703791037,0.869332459866006
10,1,cont,5,21,0.27454585026264,0.34580328531351,0.435100581123714,0.380581877594788,0.374189815568742,0.457549697040437,0.254194053098233,0.316014642125604,0.285475281273894,0.258242638023044,0.322328455989882,0.0348276901679443,0.904506728914641,0.930740878431636,0.589996197292355,0.0564480697228618,0.882159502849003,0.849515591686605,0.568739721598088,0.460585525664272,0.0676049985569037
10,2,cont,5,221,0.287280750989669,0.34580328531351,0.435100581123714,0.380581877594788,0.374189815568742,0.457549697040437,0.254194053098233,0.316014642125604,0.285475281273894,0.258242638023044,0.322328455989882,0.0348276901679443,0.904506728914641,0.930740878431636,0.589996197292355,0.0564480697228618,0.882159502849003,0.849515591686605,0.568739721598088,0.460585525664272,0.0676049985569037
10,3,cont,5,1581,0.281013352491132,0.34580328531351,0.435100581123714,0.380581877594788,0.374189815568742,0.457549697040437,0.254194053098233,0.316014642125604,0.285475281273894,0.258242638023044,0.322328455989882,0.0348276901679443,0.904506728914641,0.930740878431636,0.589996197292355,0.0564480697228618,0.882159502849003,0.849515591686605,0.568739721598088,0.460585525664272,0.0676049985569037
10,4,cont,5,8801,0.282292816893758,0.34580328531351,0.435100581123714,0.380581877594788,0.374189815568742,0.457549697040437,0.254194053098233,0.316014642125604,0.285475281273894,0.258242638023044,0.322328455989882,0.0348276901679443,0.904506728914641,0.930740878431636,0.589996197292355,0.0564480697228618,0.882159502849003,0.849515591686605,0.568739721598088,0.460585525664272,0.0676049985569037
10,5,cont,5,41265,0.282038861532522,0.34580328531351,0.435100581123714,0.380581877594788,0.374189815568742,0.457549697040437,0.254194053098233,0.316014642125604,0.285475281273894,0.258242638023044,0.322328455989882,0.0348276901679443,0.904506728914641,0.930740878431636,0.589996197292355,0.0564480697228618,0.882159502849003,0.849515591686605,0.568739721598088,0.460585525664272,0.0676049985569037
10,1,gaus,1,21,0.768077129399904,0.270222751408213,0.296586457381835,0.440002338167252,0.477402254732917,0.411155725703549,0.379362326565253,0.425398762105615,0.261268549883485,0.472562842805861,0.418154940077736,0.89386616837622,0.163104474956854,0.988978670224991,0.131302381093545,0.467299577319128,0.370159349987236,0.657561633275093,0.873564922067754,0.294875564962543,0.27282504504105
10,2,gaus,1,221,0.772969357214794,0.270222751408213,0.296586457381835,0.440002338167252,0.477402254732917,0.411155725703549,0.379362326565253,0.425398762105615,0.261268549883485,0.472562842805861,0.418154940077736,0.89386616837622,0.163104474956854,0.988978670224991,0.131302381093545,0.467299577319128,0.370159349987236,0.657561633275093,0.873564922067754,0.294875564962543,0.27282504504105
10,3,gaus,1,1581,0.772881634003945,0.270222751408213,0.296586457381835,0.440002338167252,0.477402254732917,0.411155725703549,0.379362326565253,0.425398762105615,0.261268549883485,0.472562842805861,0.418154940077736,0.89386616837622,0.163104474956854,0.988978670224991,0.131302381093545,0.467299577319128,0.370159349987236,0.657561633275093,0.873564922067754,0.294875564962543,0.27282504504105
10,4,gaus,1,8801,0.772881346802276,0.270222751408213,0.296586457381835,0.440002338167252,0.477402254732917,0.411155725703549,0.379362326565253,0.425398762105615,0.261268549883485,0.472562842805861,0.418154940077736,0.89386616837622,0.163104474956854,0.988978670224991,0.131302381093545,0.467299577319128,0.370159349987236,0.657561633275093,0.873564922067754,0.294875564962543,0.27282504504105
10,5,gaus,1,41265,0.77288137634152,0.270222751408213,0.296586457381835,0.440002338167252,0.477402254732917,0.411155725703549,0.379362326565253,0.425398762105615,0.261268549883485,0.472562842805861,0.418154940077736,0.89386616837622,0.163104474956854,0.988978670224991,0.131302381093545,0.467299577319128,0.370159349987236,0.657561633275093,0.873564922067754,0.294875564962543,0.27282504504105
10,1,gaus,2,21,0.810685094681011,0.274849525912516,0.402167216348603,0.451088070703745,0.258078842705982,0.380483237849558,0.324411987693426,0.41516204162815,0.399429339070347,0.265387219196951,0.472790952970247,0.164873006449157,0.502564483126831,0.531819449418421,0.624002538761107,0.96456849733222,0.569174194009442,0.577671953284539,0.937487785255635,0.0615602129472785,0.658996636625157
10,2,gaus,2,221,0.814867361320329,0.274849525912516,0.402167216348603,0.451088070703745,0.258078842705982,0.380483237849558,0.324411987693426,0.41516204162815,0.399429339070347,0.265387219196951,0.472790952970247,0.164873006449157,0.502564483126831,0.531819449418421,0.624002538761107,0.96456849733222,0.569174194009442,0.577671953284539,0.937487785255635,0.0615602129472785,0.658996636625157
10,3,gaus,2,1581,0.814800887087069,0.274849525912516,0.402167216348603,0.451088070703745,0.258078842705982,0.380483237849558,0.324411987693426,0.41516204162815,0.399429339070347,0.265387219196951,0.472790952970247,0.164873006449157,0.502564483126831,0.531819449418421,0.624002538761107,0.96456849733222,0.569174194009442,0.577671953284539,0.937487785255635,0.0615602129472785,0.658996636625157
10,4,gaus,2,8801,0.81480063692934,0.274849525912516,0.402167216348603,0.451088070703745,0.258078842705982,0.380483237849558,0.324411987693426,0.41516204162815,0.399429339070347,0.265387219196951,0.472790952970247,0.164873006449157,0.502564483126831,0.531819449418421,0.624002538761107,0.96456849733222,0.569174194009442,0.577671953284539,0.937487785255635,0.0615602129472785,0.658996636625157
10,5,gaus,2,41265,0.814800655958018,0.274849525912516,0.402167216348603,0.451088070703745,0.258078842705982,0.380483237849558,0.324411987693426,0.41516204162815,0.399429339070347,0.265387219196951,0.472790952970247,0.164873006449157,0.502564483126831,0.531819449418421,0.624002538761107,0.96456849733222,0.569174194009442,0.577671953284539,0.937487785255635,0.0615602129472785,0.658996636625157
10,1,gaus,3,21,0.663288607026505,0.427509674407193,0.475274446771104,0.468550168916859,0.457150328797526,0.258802355565301,0.476533951595912,0.406983126124563,0.393149019340336,0.434546740512964,0.377055382497663,0.953334131435845,0.180876206379909,0.073545247878916,0.988031740772864,0.427905968422523,0.758982402109534,0.923166041275947,0.872115748653451,0.963364612210939,0.296760292740772
10,2,gaus,3,221,0.6687883352503,0.427509674407193,0.475274446771104,0.468550168916859,0.457150328797526,0.258802355565301,0.476533951595912,0.406983126124563,0.393149019340336,0.434546740512964,0.377055382497663,0.953334131435845,0.180876206379909,0.073545247878916,0.988031740772864,0.427905968422523,0.758982402109534,0.923166041275947,0.872115748653451,0.963364612210939,0.296760292740772
10,3,gaus,3,1581,0.668669768682812,0.427509674407193,0.475274446771104,0.468550168916859,0.457150328797526,0.258802355565301,0.476533951595912,0.406983126124563,0.393149019340336,0.434546740512964,0.377055382497663,0.953334131435845,0.180876206379909,0.073545247878916,0.988031740772864,0.427905968422523,0.758982402109534,0.923166041275947,0.872115748653451,0.963364612210939,0.296760292740772
10,4,gaus,3,8801,0.668669695480767,0.427509674407193,0.475274446771104,0.468550168916859,0.457150328797526,0.258802355565301,0.476533951595912,0.406983126124563,0.393149019340336,0.434546740512964,0.377055382497663,0.953334131435845,0.180876206379909,0.073545247878916,0.988031740772864,0.427905968422523,0.758982402109534,0.923166041275947,0.872115748653451,0.963364612210939,0.296760292740772
10,5,gaus,3,41265,0.668669740034664,0.427509674407193,0.475274446771104,0.468550168916859,0.457150328797526,0.258802355565301,0.476533951595912,0.406983126124563,0.393149019340336,0.434546740512964,0.377055382497663,0.953334131435845,0.180876206379909,0.073545247878916,0.988031740772864,0.427905968422523,0.758982402109534,0.923166041275947,0.872115748653451,0.963364612210939,0.296760292740772
